gene_name	clone_name
GRMZM2G031398	pUT5699
GRMZM2G079470	pUT5701
GRMZM2G159475	pUT5702
GRMZM2G062650	pUT5703
GRMZM2G031120	pUT5705
GRMZM2G179049	pUT5706
GRMZM2G166687	pUT5707
GRMZM2G175000	pUT5709
GRMZM2G024680	pUT5710
GRMZM2G010290	pUT5711
GRMZM2G108228	pUT5884
GRMZM2G038783	pUT5885
GRMZM2G095598	pUT5886
GRMZM2G114137	pUT5887
GRMZM2G144346	pUT5888
GRMZM2G086474	pUT5889
GRMZM2G109879	pUT5890
GRMZM2G393433	pUT5891
GRMZM5G894234	pUT5892
GRMZM2G139700	pUT5893
GRMZM2G013398	pUT5895
GRMZM2G054615	pUT5896
GRMZM2G481163	pUT5897
GRMZM2G379179	pUT5898
GRMZM2G021831	pUT5899
GRMZM2G080583	pUT5900
GRMZM2G428470	pUT5902
GRMZM2G124566	pUT5948
GRMZM2G129147	pUT5949
GRMZM2G010871	pUT5950
GRMZM2G350165	pUT6033
GRMZM2G098800	pUT6034
GRMZM2G012717	pUT6036
GRMZM2G097456	pUT6037
GRMZM2G023813	pUT6038
GRMZM2G065451	pUT6039
GRMZM2G171464	pUT6040
GRMZM2G176289	pUT6041
GRMZM2G427087	pUT6044
GRMZM2G320827	pUT6045
GRMZM2G126148	pUT6046
GRMZM2G301122	pUT6047
GRMZM2G037823	pUT6048
GRMZM2G047370	pUT6049
GRMZM2G176677	pUT6050
GRMZM2G086920	pUT6051
GRMZM2G143402	pUT6052
AC233960.1_FG003	pUT6053
GRMZM2G180328	pUT6054
GRMZM2G116614	pUT6055
GRMZM5G838098	pUT6066
GRMZM2G176655	pUT6067
GRMZM2G174070	pUT6069
GRMZM2G046816	pUT6073
GRMZM2G178998	pUT6074
GRMZM2G081158	pUT6075
GRMZM2G169820	pUT6076
GRMZM2G390641	pUT6078
GRMZM2G027068	pUT6079
GRMZM2G042895	pUT6080
GRMZM2G113257	pUT6081
GRMZM2G115960	pUT6082
GRMZM2G035701	pUT6084
GRMZM2G049159	pUT6085
GRMZM2G034876	pUT6086
GRMZM2G088242	pUT6087
GRMZM2G057466	pUT6088
GRMZM2G109869	pUT6089
GRMZM2G347043	pUT6090
GRMZM2G104400	pUT6091
GRMZM2G406204	pUT6092
GRMZM2G414805	pUT6094
GRMZM2G472945	pUT6095
GRMZM2G449165	pUT6096
GRMZM2G058479	pUT6097
GRMZM2G065896	pUT6099
AC233888.1_FG002	pUT6100
GRMZM2G456452	pUT6101
GRMZM2G140669	pUT6102
GRMZM2G404973	pUT6103
GRMZM2G156910	pUT6104
GRMZM2G015666	pUT6109
GRMZM2G106204	pUT6110
GRMZM2G074543	pUT6111
GRMZM2G024655	pUT6112
GRMZM2G099622	pUT6113
GRMZM2G171942	pUT6114
GRMZM2G117007	pUT6115
GRMZM2G423292	pUT6116
GRMZM2G023988	pUT6118
GRMZM2G388148	pUT6120
GRMZM2G001272	pUT6123
GRMZM2G379005	pUT6127
AC198366.3_FG004	pUT6130
GRMZM2G036351	pUT6133
GRMZM2G368909	pUT6134
GRMZM2G106356	pUT6135
GRMZM2G057413	pUT6138
GRMZM2G314882	pUT6139
GRMZM2G385543	pUT6140
GRMZM2G166946	pUT6143
GRMZM2G111136	pUT6144
GRMZM2G068710	pUT6145
AC197764.4_FG003	pUT6146
AC194965.4_FG004	pUT6147
GRMZM2G114775	pUT6148
GRMZM2G151811	pUT6150
GRMZM2G359304	pUT6151
GRMZM2G346706	pUT6152
GRMZM2G335814	pUT6153
GRMZM5G849600	pUT6154
GRMZM2G125777	pUT6155
GRMZM2G352159	pUT6156
GRMZM5G898290	pUT6157
GRMZM2G342588	pUT6158
GRMZM2G096600	pUT6159
GRMZM5G813651	pUT6160
GRMZM2G114681	pUT6162
GRMZM2G119823	pUT6163
GRMZM2G060000	pUT6165
GRMZM2G078198	pUT6167
GRMZM2G011598	pUT6168
GRMZM2G173862	pUT6169
GRMZM2G063203	pUT6172
GRMZM2G008356	pUT6177
GRMZM2G082586	pUT6179
GRMZM5G895672	pUT6180
GRMZM2G062711	pUT6182
GRMZM2G315515	pUT6183
GRMZM2G082490	pUT6184
GRMZM2G449950	pUT6185
GRMZM2G394941	pUT6186
GRMZM2G004531	pUT6188
GRMZM2G120151	pUT6189
GRMZM2G166230	pUT6190
GRMZM2G068330	pUT6191
GRMZM2G063632	pUT6192
GRMZM2G080509	pUT6193
GRMZM2G445634	pUT6194
GRMZM2G041991	pUT6195
GRMZM2G031983	pUT6196
GRMZM2G039586	pUT6197
GRMZM2G052544	pUT6198
GRMZM2G067702	pUT6199
GRMZM2G081671	pUT6200
GRMZM2G124540	pUT6201
GRMZM2G124540	pUT6202
GRMZM2G008558	pUT6203
GRMZM2G118453	pUT6204
AC233865.1_FG003	pUT6205
GRMZM2G077755	pUT6206
GRMZM2G163671	pUT5530
GRMZM2G150608	pUT5670
GRMZM2G170079	pUT1861
GRMZM2G153268	pUT3028
GRMZM2G180847	pUT3461
GRMZM5G805008	pUT5969
GRMZM2G099328	pUT5972
GRMZM2G136344	pUT5973
GRMZM2G000909	pUT5975
AC211652.4_FG002	pUT5988
GRMZM2G082487	pUT6703
GRMZM2G137715	pUT6704
GRMZM2G004959	pUT6705
GRMZM2G161569	pUT6706
GRMZM2G396527	pUT6707
GRMZM5G878490	pUT6708
GRMZM2G060544	pUT6709
AC198725.4_FG004	pUT6710
GRMZM2G162056	pUT6711
GRMZM2G399098	pUT6712
GRMZM2G156543	pUT6713
GRMZM2G150260	pUT6714
GRMZM2G180168	pUT6715
AC184831.3_FG008	pUT6716
GRMZM5G803812	pUT6717
GRMZM2G314064	pUT6718
GRMZM2G131442	pUT6719
GRMZM2G091331	pUT6720
GRMZM5G836028	pUT6721
GRMZM2G070673	pUT6722
GRMZM2G159996	pUT6723
GRMZM2G408462	pUT6724
GRMZM2G169564	pUT6725
GRMZM2G006246	pUT6726
GRMZM5G870572	pUT6727
GRMZM2G170299	pUT6728
GRMZM2G152319	pUT6729
GRMZM2G026556	pUT6730
GRMZM2G120401	pUT6731
GRMZM2G446515	pUT6732
GRMZM2G016039	pUT6733
GRMZM2G111906	pUT6734
GRMZM2G126957	pUT6735
GRMZM2G035092	pUT6736
GRMZM2G380515	pUT6737
GRMZM2G142932	pUT6738
GRMZM2G021369	pUT6739
GRMZM2G118250	pUT6740
AC233967.1_FG001	pUT6741
GRMZM2G067624	pUT6742
GRMZM2G134260	pUT6743
GRMZM2G022359	pUT6744
GRMZM2G000743	pUT6745
GRMZM2G083347	pUT6746
GRMZM2G091201	pUT6747
GRMZM2G407631	pUT6748
GRMZM2G041462	pUT6749
GRMZM2G005353	pUT6750
GRMZM2G046829	pUT6751
GRMZM2G100583	pUT6752
GRMZM2G004690	pUT6753
GRMZM2G131897	pUT6754
GRMZM2G169326	pUT6755
GRMZM2G104176	pUT6756
GRMZM2G123202	pUT6757
GRMZM2G171912	pUT6758
GRMZM2G054252	pUT6759
GRMZM5G805387	pUT6760
GRMZM2G009406	pUT6761
GRMZM5G875676	pUT6762
GRMZM2G067921	pUT6763
GRMZM2G045977	pUT6764
GRMZM2G405094	pUT6765
GRMZM2G093270	pUT6766
GRMZM2G150594	pUT6767
GRMZM2G017319	pUT6768
GRMZM2G030465	pUT6769
GRMZM2G114873	pUT6770
GRMZM2G059302	pUT6771
GRMZM2G327189	pUT6772
GRMZM2G140355	pUT6773
GRMZM5G804893	pUT6774
GRMZM2G072582	pUT6775
GRMZM2G052890	pUT6776
GRMZM2G138967	pUT6777
GRMZM2G438202	pUT6778
GRMZM2G059562	pUT6779
GRMZM5G853836	pUT6780
GRMZM2G065496	pUT6781
GRMZM2G126808	pUT6782
GRMZM2G017882	pUT6783
GRMZM2G143640	pUT6784
GRMZM2G177110	pUT6785
GRMZM2G308034	pUT6786
GRMZM2G052102	pUT6787
GRMZM2G010298	pUT6788
GRMZM2G132185	pUT6789
GRMZM2G054277	pUT6790
GRMZM2G162382	pUT6791
GRMZM2G434203	pUT6792
GRMZM2G077356	pUT6793
GRMZM2G077789	pUT6794
GRMZM2G358796	pUT6795
GRMZM2G701207	pUT6796
GRMZM2G173596	pUT6797
GRMZM2G025685	pUT6798
GRMZM2G060465	pUT6799
GRMZM2G325907	pUT6800
GRMZM2G060507	pUT6801
GRMZM2G004641	pUT6802
GRMZM2G106591	pUT6803
GRMZM2G068672	pUT6804
GRMZM2G132868	pUT6805
GRMZM2G366373	pUT6806
GRMZM2G415229	pUT6807
GRMZM2G098884	pUT6808
GRMZM2G059453	pUT6809
GRMZM2G033413	pUT6810
GRMZM2G139963	pUT6811
GRMZM2G057067	pUT6812
GRMZM2G060253	pUT6813
GRMZM2G039187	pUT6814
GRMZM2G174347	pUT6815
GRMZM2G017355	pUT6816
GRMZM2G051793	pUT6817
GRMZM2G001875	pUT6818
GRMZM2G162434	pUT6819
GRMZM2G162434	pUT6820
GRMZM2G001875	pUT6821
GRMZM2G051793	pUT6822
GRMZM2G006416	pUT6823
GRMZM2G046021	pUT6824
GRMZM2G069713	pUT6825
GRMZM2G136266	pUT6826
GRMZM2G116658	pUT6827
GRMZM2G126646	pUT6828
GRMZM2G134426	pUT6829
GRMZM2G102255	pUT6830
GRMZM2G134628	pUT6831
GRMZM2G102497	pUT6832
GRMZM2G117164	pUT6833
GRMZM2G166642	pUT6834
GRMZM2G123667	pUT6835
GRMZM2G028594	pUT6836
GRMZM2G143765	pUT6837
GRMZM2G022686	pUT603
GRMZM2G108424	pUT3163
GRMZM2G054795	pUT1398
